response_time_ms,request_size_bytes,requests_per_minute_from_ip,failed_login_attempts,refresh_token_calls_per_min,db_query_latency_ms,cpu_usage_percent,status_family,is_error,endpoint_risk_score,db_latency_spike,auth_failure_ratio,db_connection_errors,is_server_error,is_auth_endpoint,is_post_method,threat_label
61.0,344.85714285714283,7.0,5.0,0.0,40.57142857142857,22.999999999999996,3.4285714285714284,1.0,3.0,17.807359175810614,0.7142857142857143,0.0,0.0,1.0,1.0,brute_force
14.379310344827585,294.2413793103448,29.0,0.0,29.0,0.0,30.444827586206895,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,refresh_abuse
9.0,299.6,10.0,0.0,0.0,0.0,57.10999999999999,3.8,1.0,1.125,0.0,0.0,0.0,0.0,1.0,1.0,ddos
55.57142857142857,340.7142857142857,7.0,5.0,0.0,35.57142857142857,26.75714285714286,3.4285714285714284,1.0,3.0,11.59873321724825,0.7142857142857143,0.0,0.0,1.0,1.0,brute_force
13.1,325.6,10.0,0.0,2.0,0.0,59.45,3.8,1.0,1.5555555555555556,0.0,0.0,0.0,0.0,1.0,1.0,ddos
15.275862068965518,262.7241379310345,29.0,0.0,29.0,0.0,29.227586206896554,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,refresh_abuse
10.11111111111111,311.3333333333333,9.0,0.0,1.0,0.0,57.12222222222223,4.0,1.0,1.8333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,ddos
11.384615384615385,185.46153846153845,13.0,0.0,1.0,0.0,57.75384615384616,4.0,1.0,1.3636363636363635,0.0,0.0,0.0,0.0,1.0,1.0,ddos
49.44444444444444,328.0,9.0,9.0,0.0,33.55555555555556,21.333333333333332,4.0,1.0,3.0,13.158107860522188,1.0,0.0,0.0,1.0,1.0,brute_force
14.363636363636363,247.8181818181818,11.0,0.0,0.0,0.0,58.309090909090905,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ddos
13.125,342.125,8.0,0.0,0.0,0.0,54.462500000000006,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ddos
15.692307692307692,287.5,26.0,0.0,26.0,0.0,28.784615384615385,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,refresh_abuse
50.666666666666664,225.0,6.0,6.0,0.0,31.166666666666668,24.633333333333336,4.0,1.0,3.0,15.137334272879384,1.0,0.0,0.0,1.0,1.0,brute_force
10.052631578947368,273.57894736842104,19.0,0.0,0.0,0.0,57.37894736842105,3.6842105263157894,1.0,1.2222222222222223,0.0,0.0,0.0,0.0,1.0,1.0,ddos
17.37037037037037,236.55555555555554,27.0,0.0,27.0,0.0,31.98888888888889,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,refresh_abuse
11.764705882352942,310.4117647058824,17.0,0.0,1.0,0.0,58.25882352941177,3.6470588235294117,1.0,1.375,0.0,0.0,0.0,0.0,1.0,1.0,ddos
48.142857142857146,332.57142857142856,14.0,11.0,0.0,32.857142857142854,24.228571428571428,3.5714285714285716,1.0,3.0,11.975314745980839,0.7857142857142857,0.0,0.0,1.0,1.0,brute_force
10.444444444444445,234.33333333333334,9.0,0.0,0.0,0.0,57.96666666666667,3.7777777777777777,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,ddos
54.833333333333336,414.0,6.0,6.0,0.0,38.333333333333336,23.366666666666664,4.0,1.0,3.0,16.79947089113887,1.0,0.0,0.0,1.0,1.0,brute_force
9.571428571428571,310.85714285714283,7.0,0.0,1.0,0.0,60.3142857142857,3.7142857142857144,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,1.0,1.0,ddos
10.2,247.6,10.0,0.0,3.0,0.0,68.78,3.8,1.0,1.5714285714285714,0.0,0.0,0.0,0.0,1.0,1.0,ddos
16.321428571428573,224.57142857142858,28.0,0.0,28.0,0.0,32.06785714285714,2.2142857142857144,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,refresh_abuse
19.483870967741936,283.3225806451613,31.0,0.0,31.0,0.0,29.790322580645164,2.129032258064516,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,refresh_abuse
10.916666666666666,342.4166666666667,12.0,0.0,0.0,0.0,62.98333333333333,3.9166666666666665,1.0,1.25,0.0,0.0,0.0,1.0,1.0,1.0,ddos
51.54545454545455,262.09090909090907,11.0,10.0,0.0,36.90909090909091,24.363636363636363,3.8181818181818183,1.0,3.0,12.018580656289474,0.9090909090909091,0.0,0.0,1.0,1.0,brute_force
10.333333333333334,323.0833333333333,12.0,0.0,1.0,0.0,67.31666666666666,3.5,1.0,1.4,0.0,0.0,0.0,0.0,1.0,1.0,ddos
47.42857142857143,133.57142857142858,7.0,6.0,0.0,26.142857142857142,26.985714285714288,3.7142857142857144,1.0,3.0,11.076726842845787,0.8571428571428571,0.0,0.0,1.0,1.0,brute_force
10.0,345.22222222222223,9.0,0.0,0.0,0.0,63.98888888888889,4.0,1.0,1.4,0.0,0.0,0.0,0.0,1.0,1.0,ddos
8.272727272727273,217.9090909090909,11.0,0.0,0.0,0.0,74.78181818181818,3.8181818181818183,1.0,1.2857142857142858,0.0,0.0,0.0,0.0,1.0,1.0,ddos
46.2,356.0,5.0,4.0,0.0,29.8,22.52,3.6,1.0,3.0,7.05407683541936,0.8,0.0,0.0,1.0,1.0,brute_force
